x,y
187.39274161357145,279.9658352979717
471.30003349342667,1074.1007659474415
175.16113424801915,264.385421872414
130.55075164000058,177.52617094502733
448.64469270578826,914.7064510991748
8.224338010212717,44.10097698773298
365.35394817576025,761.2439968730135
317.7191834155577,564.8380227452227
222.79422469810606,513.2635459859811
439.62773806941317,912.5742897719721
295.7916163367188,583.6104302733111
290.76797439452145,559.8489402608897
99.54563016042812,107.8272125767731
49.28464011411315,206.15974176035195
477.8461744811773,1007.1382264628169
20.701927852747325,73.96674339120288
278.2540456155185,586.7990971317148
202.89715222249026,529.2483853407126
487.49210591966965,903.0388214094228
227.8498164086648,515.6131940548848
25.991709941337092,47.9190360112982
276.450728338601,565.8305093631736
433.0417103637737,929.323662670296
426.3628266359198,838.6100204300716
131.00593249953607,147.44655990126512
195.66401927074995,395.3195414156073
471.35016231514714,995.2121177172336
430.5040114779692,893.7597908008518
466.9159940043469,963.6515508334604
249.2988239750053,383.73736396831157
242.7593827122258,539.982547604737
324.9098857148176,657.4154828063453
206.22730996406003,523.8683886654692
479.20095280074224,1019.177244189504
408.4160238278036,860.5195356879728
45.662628201637524,248.34925670389265
417.31208943632254,901.1444677666291
263.2027826820842,522.0606150664693
20.30096301170997,-68.70660545824956
240.04832703609154,464.2609690110193
150.20896343218138,412.9504453925906
313.7821883499697,602.5408382192867
487.9970693713039,1061.1550309608735
275.9817114333161,315.588674957213
78.82184481807563,115.02381848088407
290.83724553522137,640.7317005556021
333.7801605901446,625.4048231470232
190.67124932377467,394.72472047512895
440.5831154258556,782.8048056086245
55.704366314845046,185.51972141870348
264.6105320160868,558.0255487330433
337.892188120071,711.9741124233022
302.97415824743723,589.4766504709042
230.7098911408279,401.32596082801336
371.1484820857279,662.0920526962115
307.2142133600211,692.5344469172121
335.17423605982896,604.4853642220154
93.9388653931969,185.53714680717692
211.19311647768436,606.5433676222074
99.36139292780533,146.70098781842546
412.5557371390592,898.6250394919476
360.5659859804176,661.1798040340652
96.65021257645124,190.2267528508667
126.2508606670848,298.0552441574461
218.13147827992597,454.77911792598684
375.59794151637385,803.7970093549468
326.5119925929165,621.9642477886295
241.45507530842247,538.2682542134845
24.742862591601522,219.85885758381943
259.30702940160165,609.6482341144043
456.5603492886496,1018.6191800050867
449.88519349317613,876.0803260543404
89.39021146562214,81.32397973868393
59.65172200659058,91.82008868457703
47.6155295878461,178.67058967512014
422.11032813373646,799.2974725687
431.015875760511,910.621178678431
100.32268909206022,360.29328651892445
241.96305019085486,388.7356235123202
257.34329922106537,486.5631080115087
165.48844179231182,295.2401682707938
128.47453976504718,94.6143815680258
365.0639176836621,724.182653054006
284.86009591117397,587.3626163158345
233.62903689734728,295.7255752179069
97.31563744510457,37.48494993464112
245.13656661214972,491.2265605261651
219.93807896226846,460.9398368550282
261.4168071335321,607.0523393360328
185.26320255360383,260.44623287100654
293.6925051482441,648.0177392244805
149.45019924632956,355.7733387281857
111.71474187315854,176.20315765191137
98.33641316281528,159.44679435364378
71.85756127365,65.49332808085867
150.38929549998147,302.07317539075666
483.3123661246161,1027.0287675369054
459.1893390752991,1070.9316040503932
443.9345592346867,930.6319379886619
96.91691381402956,133.5678785521411
318.9847088934062,550.444674714508
153.4862670712333,445.2293550488381
302.4872728308799,627.3256738246914
19.683250136485754,-40.48818820899204
85.60040431351362,304.54016925479857
309.638017375952,545.3928394081147
270.5654023555927,744.2128165787151
348.7535880732462,753.6909586137642
66.10250965733732,91.77550403110754
68.10042901484125,215.51223946848722
79.69323703023579,119.48355510056815
344.1463164470876,666.4311568582476
75.62129004769402,57.277159271404045
480.5327063864043,982.3120123167419
248.09748054242132,624.9717288639123
67.886189488156,78.40680076051778
410.02475896495093,787.2347858525761
248.69442539884417,443.5946802527051
490.92007516165154,931.7325515072541
446.0513754702701,954.298275627363
383.80739454602246,662.496738931061
279.16641450882423,470.33274485462226
320.23609995918594,787.0324924568124
252.23443243377335,476.6991247758175
44.59048187130254,175.3496771454172
302.08665233705585,568.8777202944436
211.83575491786917,526.3284235411875
462.5354624025442,1000.5225925311015
134.85073372172533,221.0836195136435
159.19097475996313,240.83022500155832
198.25421152544686,382.97596441824754
189.9871131242366,229.77603984923667
196.96222945362018,305.68475385477115
209.80669032552692,506.03968354464615
288.26383967794936,505.4347178181011
247.43390780346814,584.1246713353469
164.19996990571883,331.36539062920605
416.3298894536012,803.9154758336323
449.3627285245213,984.164397030956
495.2082888487001,1030.2683814730133
216.72300492382007,484.46983927461525
51.695819763139305,-10.650501608425046
387.35243048411337,560.6371498667351
391.1204676162845,743.3294147654036
152.95184154230984,273.4462014382323
112.01596427833654,137.46237856057832
337.0698016751995,685.3201369096168
355.3592456587335,623.8295533149852
194.75417626730106,329.74400788513935
461.8732926192521,890.7768964142488
174.89166496216728,396.7488632036877
468.41959606681667,911.6106628419703
330.3219225230124,533.7036888737769
